file_name,time_d4,solutions_d4,memory_d4,time_gpmc,solutions_gpmc,memory_gpmc,time_addmc,solutions_addmc,memory_addmc,time_sharpsat,solutions_sharpsat,memory_sharpsat,time_ganak,solutions_ganak,memory_ganak,time_ganak_no,solutions_ganak_no,memory_ganak_no,time_approxmc,solutions_approxmc,memory_approxmc,time_approxmc_no,solutions_approxmc_no,memory_approxmc_no
or-70-5-6-UC-30.txt.gz.no_w.txt,0.005738,7.497721167999286,548.0,0.01,7.497721167999286,42.0,0.022,7.497721444116194,-1.0,100000.0,,,0.005426,7.497721167999286,-1.0,0.005648,7.497721167999286,-1.0,0.01,7.497721167999286,6.6328125,0.0,7.497721167999286,6.734375
hash-10-5.txt.gz.no_w.txt,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,,506.78,21.11717807121387,1323.11328125,443.93,21.072099696478684,1323.09765625
05B-2.txt.gz.no_w.txt,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,,3921.52,11.331929865583415,93.921875
or-100-10-3-UC-20.txt.gz.no_w.txt,9.215894,19.38050781767904,563.0,0.01,19.38050781767904,42.0,0.035,19.380507908258043,-1.0,100000.0,,,29.2411,19.38050781767904,-1.0,29.9851,19.38050781767904,-1.0,0.07,19.362829735502853,7.36328125,0.02,19.39423819975448,6.765625
75-21-2-q.txt.gz.no_w.txt,33.509058,505.7303927154885,560.0,0.48,505.7303927154885,43.0,100000.0,,,100000.0,,,100000.0,,,100000.0,,,4.68,505.73712609814737,76.01171875,0.87,505.7437566770464,16.76953125
or-50-10-1-UC-30.txt.gz.no_w.txt,0.001276,5.22514380468751,548.0,0.01,5.22514380468751,42.0,100000.0,,,4.66716,15.05149978319906,136298.0,0.006504,5.225143805,-1.0,0.006583,5.225143805,-1.0,0.01,5.22514380468751,6.58984375,0.0,5.22514380468751,6.59765625
90-15-1-q.txt.gz.no_w.txt,0.047137,252.8651963577442,549.0,0.03,252.8651963577442,42.0,0.085,252.8651963931006,-1.0,0.025212,252.8651963577442,113634.0,0.023046,244.43635647915272,-1.0,0.023121,244.43635647915272,-1.0,0.03,252.8651963577442,8.0078125,0.02,252.8651963577442,8.1484375
xpose.sk_6_134.txt.gz.no_w.txt,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,
or-70-10-5-UC-30.txt.gz.no_w.txt,0.006822,9.206991128975115,548.0,0.01,9.206991128975115,42.0,0.025,9.206990391224393,-1.0,434.39,21.072099696478684,128408.0,0.008204,9.206991128975115,-1.0,0.009096,9.206991128975115,-1.0,0.01,9.206991128975115,6.55859375,0.0,9.206991128975115,6.7421875
or-70-20-6-UC-30.txt.gz.no_w.txt,0.005998,9.169202568085716,548.0,0.0,9.169202568085716,42.0,0.024,9.169204037,-1.0,635.14,21.072099696478684,104752.0,0.003314,9.169202568085716,-1.0,0.00724,9.169202568085716,-1.0,0.0,9.169202568085716,6.64453125,0.01,9.169202568085716,6.7734375
or-100-20-7-UC-40.txt.gz.no_w.txt,4.269057,17.040680662099426,549.0,0.01,17.040680662099426,42.0,0.082,17.04068143937336,-1.0,100000.0,,,0.955105,17.040680662099426,-1.0,0.970697,17.040680662099426,-1.0,0.12,17.033771016238628,9.9140625,0.02,17.005742292638384,6.8515625
90-38-1-q.txt.gz.no_w.txt,1346.72226,1692.99269561423,2724.0,0.71,1692.99269561423,44.0,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,,1.27,1692.9789073297447,22.01953125
15B-3.txt.gz.no_w.txt,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,
